Test_1,Test_2,Test_3,Test_4
279,334,236,332
234,326,208,323
279,586,233,280
229,294,208,271
464,287,234,267
305,302,299,333
262,373,249,289
301,341,209,264
245,291,207,309
302,335,257,265
298,285,209,264
239,369,300,265
278,326,208,358
279,285,278,292
389,337,236,256
291,315,207,312
313,361,261,268
360,319,208,263
239,292,269,328
290,314,288,307
230,350,256,284
264,287,210,319
238,332,210,259
302,564,265,266
275,282,276,306
223,565,210,285
239,347,271,258
240,314,258,342
278,296,213,264
279,301,210,327
295,328,271,303
238,317,244,306
280,286,212,327
251,327,244,310
302,344,270,276
288,284,240,327
255,320,267,299
262,320,258,262
274,360,224,313
237,290,277,282
319,334,255,328
312,287,274,270
236,313,252,289
328,376,222,291
293,287,252,264
247,366,236,296
302,331,212,303
282,325,264,279
238,366,265,256
271,326,286,304
299,348,254,318
271,348,215,312
294,345,287,261
244,282,208,277
257,341,278,260
303,330,208,346
234,340,252,327
317,320,265,293
260,354,249,296
303,282,235,259
286,338,243,253
228,294,257,269
298,339,250,304
296,366,214,305
255,319,211,302
250,351,261,333
268,362,208,325
227,349,219,273
241,290,275,336
308,319,209,301
285,334,284,306
229,372,287,318
301,344,208,271
250,336,268,295
263,304,235,253
291,282,240,259
342,281,262,309
251,288,209,308
238,340,255,259
294,314,210,292
245,345,206,255
237,331,266,327
225,395,271,311
267,325,213,264
335,402,284,286
252,295,208,268
227,352,252,331
304,315,208,334
239,292,278,300
269,351,243,294
321,315,207,281
240,291,209,267
235,326,260,398
269,318,241,332
316,279,207,376
342,292,226,310
431,342,292,281
401,335,208,305
298,378,244,326
388,340,210,308
290,297,211,262
226,289,262,265
229,284,310,294
301,300,355,296
272,360,252,259
240,349,209,278
241,348,299,352
427,289,269,260
226,334,209,303
361,339,208,281
407,305,227,330
231,331,208,320
306,283,287,310
308,302,259,262
284,332,208,505
278,288,261,323
272,321,212,287
261,283,269,268
245,362,209,287
298,321,264,263
259,287,265,299
272,282,230,263
299,283,210,268
330,364,210,318
238,343,248,329
336,323,208,292
299,319,280,1087
308,308,274,344
239,358,207,288
281,285,207,348
240,294,260,297
280,358,246,518
291,329,223,286
349,287,287,346
264,568,248,313
285,286,208,266
336,381,238,254
325,335,288,344
1175,293,266,258
304,322,268,289
397,296,249,264
352,343,210,274
271,286,254,365
328,355,209,293
228,330,286,263
297,325,250,298
347,338,264,321
352,285,208,279
326,338,264,259
235,320,208,260
310,288,299,321
233,321,212,532
323,289,212,287
237,283,287,256
327,373,249,279
290,325,210,277
263,291,266,263
292,336,231,309
269,283,212,275
281,347,255,319
334,285,239,304
239,338,212,297
317,341,210,350
294,298,257,336
273,300,210,308
239,307,207,258
283,324,246,329
293,288,349,322
255,333,262,307
249,287,323,305
311,350,242,274
231,312,298,253
305,562,208,282
265,289,312,324
298,349,269,319
291,331,207,259
269,341,208,301
241,279,257,258
274,337,291,313
273,284,208,274
244,317,280,312
241,365,262,297
291,290,237,309
233,332,207,269
295,329,266,255
276,285,212,302
240,346,249,266
230,313,210,260
289,351,270,301
307,318,251,520
289,324,360,301
239,316,211,303
367,318,229,254
328,332,282,309
291,283,208,346
271,284,241,254
262,323,245,290
237,309,209,343
331,360,207,277
272,307,253,309
259,367,208,257
280,335,213,291
245,287,283,257
356,323,238,329
233,338,210,263
282,390,945,255
342,328,306,321
261,283,265,257
451,349,210,386
361,360,264,334
405,372,243,284
268,298,208,330
290,290,236,307
339,306,210,300
237,355,226,276
323,340,277,258
302,282,207,259
231,293,207,266
283,347,234,345
240,282,274,346
383,286,208,253
258,353,253,342
258,341,300,294
377,287,248,341
244,320,213,273
223,308,945,295
267,286,255,268
313,566,207,326
325,352,257,264
288,290,438,298
247,342,264,254
237,339,226,345
301,300,230,306
254,284,209,259
330,315,284,295
288,293,420,306
278,286,263,289
236,348,210,286
293,313,262,308
358,356,280,252
296,583,255,261
258,343,248,255
335,287,299,319
245,355,237,271
280,284,208,323
266,338,288,263
357,381,281,259
326,342,222,278
301,282,277,332
231,364,308,288
274,356,287,338
242,332,248,290
335,314,241,390
287,341,260,303
232,289,260,358
283,350,214,258
229,319,246,260
275,277,244,327
292,306,244,293
235,329,210,264
287,284,212,292
293,342,210,265
281,312,244,284
274,305,263,336
302,294,209,283
238,339,209,263
283,321,280,265
280,284,284,331
355,291,277,300
311,330,271,282
303,340,241,504
327,290,211,510
248,329,262,295
232,296,211,290
298,279,248,341
296,342,208,307
278,314,318,310
238,287,233,276
246,290,209,285
318,347,226,270
278,284,260,271
233,336,251,317
240,335,213,285
285,296,208,254
658,291,209,253
304,338,286,288
262,358,209,264
265,351,263,340
328,293,260,317
237,331,238,276
320,324,210,353
280,329,211,309
237,288,263,302
294,328,210,267
230,292,286,518
284,329,209,335
229,1295,207,320
310,325,289,367
279,281,277,413
257,282,285,253
247,364,214,312
304,325,255,314
252,290,209,289
306,324,285,317
300,369,267,337
278,317,208,288
323,286,249,251
238,341,209,261
253,286,240,336
335,288,210,262
311,330,212,315
281,298,253,267
239,313,212,323
248,291,238,314
284,292,293,271
270,329,209,295
260,280,246,277
344,287,262,268
429,364,252,290
389,332,211,339
305,285,207,296
406,342,295,256
369,328,260,304
326,296,212,266
236,337,239,312
283,317,242,274
316,380,210,250
247,343,251,259
231,363,224,322
538,286,209,254
349,354,234,325
274,330,279,1069
396,297,218,340
321,287,210,261
282,337,229,314
237,294,208,264
322,328,248,310
295,378,291,279
472,293,255,331
271,349,222,304
243,301,209,256
330,358,286,307
253,285,254,263
229,299,215,305
279,324,251,314
549,284,210,262
551,356,303,265
258,335,248,325
280,343,298,293
264,293,265,279
250,290,207,258
253,346,239,288
262,285,233,261
319,288,280,256
229,375,209,305
267,286,237,273
297,342,208,262
250,332,209,252
287,284,252,321
234,334,209,263
281,287,245,308
267,344,211,293
226,363,211,251
312,330,282,255
294,336,266,326
286,286,208,283
231,289,253,273
235,303,211,270
304,345,208,383
320,390,240,266
306,334,290,335
244,330,258,309
345,283,210,321
317,286,219,282
294,340,268,299
258,359,250,260
244,296,257,290
238,347,208,341
282,284,229,269
251,296,210,262
263,295,208,256
304,327,246,275
226,294,208,331
234,296,273,264
307,364,211,265
272,373,272,334
249,353,239,309
276,338,209,270
239,286,209,280
272,336,243,306
230,301,210,269
316,368,245,259
243,351,231,318
257,346,240,321
270,288,208,276
236,354,215,266
287,316,245,510
246,293,306,310
286,358,226,278
238,280,210,282
312,336,221,264
277,326,305,262
253,290,305,305
294,320,262,311
287,287,211,311
256,315,241,365
273,286,212,325
235,354,208,310
229,333,257,284
259,288,207,300
322,282,290,298
235,359,250,329
284,364,208,294
257,292,261,251
234,347,236,331
245,320,216,341
291,306,279,264
248,327,211,336
308,290,264,311
293,346,229,315
243,317,208,258
302,282,272,301
245,322,239,312
234,284,211,268
284,293,245,318
296,289,291,286
271,359,211,264
252,330,222,299
283,281,266,262
237,336,209,267
313,349,271,323
241,327,269,256
232,320,257,283
294,279,233,299
280,345,253,305
287,339,211,259
252,303,216,297
259,295,307,268
226,290,269,297
303,331,208,325
245,280,289,282
388,353,218,295
365,400,271,254
407,329,258,286
328,566,251,316
451,290,208,294
282,341,209,314
310,319,278,308
250,293,207,267
309,295,207,302
285,344,300,254
235,290,255,312
249,342,266,256
242,279,227,340
397,283,211,314
359,377,229,305
241,350,273,270
334,320,210,313
235,289,208,278
227,347,302,292
288,306,269,293
303,299,208,312
285,293,288,260
272,363,261,294
238,298,245,290
253,372,213,271
315,309,255,307
228,285,209,257
291,338,217,349
273,282,263,311
234,380,262,264
246,292,266,290
232,338,266,257
269,382,239,327
333,290,245,310
284,307,210,277
259,295,213,279
251,313,266,260
232,332,252,261
339,321,212,321
294,344,207,255
296,282,263,314
228,341,241,269
297,279,209,255
255,287,279,255
247,286,276,319
273,332,206,264
282,316,283,332
230,326,210,311
499,294,208,281
304,337,274,260
232,284,277,258
284,358,247,265
250,333,211,337
228,335,259,295
281,282,255,303
241,311,209,265
295,286,215,318
233,340,295,266
286,309,274,326
244,287,207,285
292,334,276,294
289,294,280,261
236,331,208,268
273,356,250,263
312,290,263,337
272,346,210,325
241,327,241,306
302,348,265,354
241,298,265,267
300,338,210,321
286,344,207,308
263,324,247,253
268,299,233,291
232,320,210,292
230,290,208,261
321,341,227,258
301,288,214,274
263,285,241,343
242,344,293,259
292,347,246,248
259,290,211,346
243,340,211,305
275,285,286,296
233,341,265,286
284,328,256,309
277,293,208,262
331,338,207,268
258,295,269,259
282,351,269,496
260,283,515,330
317,345,288,257
252,364,212,256
234,327,295,314
294,283,276,251
240,321,268,310
232,373,240,267
300,289,209,324
285,340,286,333
253,336,253,297
233,291,259,308
236,319,222,267
263,308,253,281
242,281,211,273
262,297,213,256
229,328,265,263
282,347,240,341
236,309,254,254
233,288,207,355
273,360,210,323
331,284,279,260
251,316,239,299
241,360,212,253
265,291,212,283
245,311,207,257
284,295,291,323
236,348,254,281
267,341,223,336
282,281,290,254
245,286,211,310
236,329,239,269
243,353,254,259
503,314,211,291
279,394,265,288
378,293,254,262
414,297,210,321
289,375,217,279
375,334,208,305
295,321,287,253
334,292,246,285
321,345,232,252
306,304,206,265
288,282,251,336
293,313,209,293
296,294,212,297
483,302,266,262
297,371,209,260
312,348,206,317
381,317,231,253
461,282,287,257
566,361,251,329
250,335,220,311
443,283,262,290
318,294,212,284
361,333,265,262
290,290,209,285
347,329,220,339
277,374,388,260
348,292,298,308
273,349,258,254
220,285,213,252
266,313,266,264
249,288,249,329
268,326,209,284
252,368,250,256
269,286,301,287
274,329,214,273
325,296,210,320
292,307,215,256
257,313,238,306
284,339,219,268
330,291,286,258
334,291,256,259
240,347,210,286
322,358,270,253
293,287,256,330
243,345,264,318
493,299,263,251
486,289,223,329
310,308,270,251
239,301,209,293
241,342,209,253
506,333,276,310
321,286,213,296
245,317,257,294
317,279,254,286
225,352,207,257
287,287,209,251
277,362,268,303
292,302,250,296
270,348,231,285
337,288,251,251
293,338,221,368
259,297,962,253
273,290,239,415
226,368,289,324
244,292,228,331
301,333,209,281
1129,366,245,328
249,334,255,308
275,312,209,292
315,285,240,259
304,279,209,352
248,283,208,260
239,309,290,254
237,297,208,294
295,282,235,259
267,350,312,322
256,288,237,266
234,295,210,308
249,353,277,344
285,328,211,252
254,289,284,320
257,325,270,263
303,338,209,325
347,314,208,306
236,306,265,301
270,347,211,261
236,318,256,306
292,297,229,275
254,289,210,275
272,280,265,298
256,363,249,282
231,300,232,340
237,583,210,259
300,569,266,332
262,350,241,259
240,325,212,254
251,280,249,318
307,346,246,316
246,349,209,261
308,285,207,300
231,283,298,287
315,334,255,255
238,331,210,273
300,339,258,1194
272,324,228,332
325,322,214,254
276,303,212,323
242,285,253,282
322,341,243,252
286,289,208,310
266,354,210,306
225,285,281,265
328,346,242,308
256,324,210,302
312,282,220,250
234,289,298,265
285,350,208,300
254,316,306,295
247,290,268,250
285,342,271,250
233,301,211,351
265,315,207,321
264,280,249,284
219,318,237,269
290,288,215,278
265,319,255,309
307,289,211,256
293,330,263,297
235,320,231,294
270,309,210,254
229,295,212,324
339,304,276,289
382,327,253,263
425,324,266,296
387,285,212,326
303,296,279,291
285,290,261,270
239,360,207,292
291,289,261,300
238,288,250,298
253,352,212,260
258,364,210,300
365,359,263,289
238,305,260,314
334,287,212,270
293,372,250,305
431,322,210,351
239,280,210,252
283,292,285,294
234,352,265,268
277,314,208,318
304,283,264,255
265,343,211,262
241,288,269,316
236,377,216,256
251,302,224,293
284,293,267,264
223,322,210,307
318,383,265,255
300,335,257,276
252,286,225,293
292,310,217,271
294,359,221,256
251,333,273,344
299,290,247,308
240,334,288,292
285,329,212,267
224,329,235,389
301,286,281,305
262,284,236,279
294,343,209,261
252,350,270,311
224,290,249,255
302,286,210,264
280,316,311,315
297,279,207,312
268,340,211,302
242,284,282,269
254,347,258,327
308,336,237,307
229,290,291,354
272,343,266,278
246,285,209,328
310,311,261,292
244,366,208,292
240,284,256,287
307,293,275,267
302,364,209,305
287,335,266,257
261,332,225,319
232,286,209,308
223,283,253,256
281,349,210,277
295,352,252,275
249,316,245,252
266,616,208,322
245,280,231,319
234,288,212,297
292,310,227,255
238,358,278,259
304,283,212,315
283,305,211,255
233,351,247,308
294,314,284,325
223,309,257,307
243,280,273,258
311,324,224,290
283,311,249,256
254,286,209,299
294,294,247,291
255,289,264,266
503,356,234,253
252,322,213,313
286,285,223,280
277,335,279,330
257,285,211,268
243,321,244,289
235,283,255,574
246,324,252,269
324,290,208,278
284,380,235,328
241,316,287,300
271,330,210,264
252,289,269,263
242,282,242,274
364,337,208,290
280,305,210,256
274,332,276,297
251,347,244,261
238,292,211,321
266,286,282,270
246,345,249,296
272,334,207,263
233,373,209,307
248,278,277,279
270,291,254,267
334,310,209,317
278,373,209,252
247,313,232,304
262,293,285,261
267,340,208,332
278,330,223,296
252,287,270,256
330,312,208,299
306,288,210,343
242,300,258,264
228,344,240,330
287,290,210,258
293,282,268,293
269,344,421,328
252,316,243,271
288,287,221,317
333,307,219,283
319,295,239,252
249,374,232,259
267,284,209,296
301,346,208,303
344,310,251,255
292,376,209,266
315,284,301,305
287,362,266,265
241,293,209,316
240,343,268,268
263,343,211,317
245,291,281,304
304,312,239,260
270,551,206,286
234,283,287,260
237,287,245,285
241,311,211,277
346,367,211,258
260,321,209,324
239,283,258,317
243,307,260,304
258,280,209,255
307,379,254,303
248,349,274,257
281,290,213,372
232,326,249,262
288,303,242,285
230,283,216,354
266,357,228,268
278,287,275,265
238,324,263,326
280,284,211,322
271,353,208,296
242,343,207,319
271,328,241,261
225,283,315,289
255,325,210,284
314,287,272,291
232,319,208,297
309,290,304,285
290,284,266,272
259,323,250,260
285,302,213,302
247,292,265,258
225,320,211,295
321,281,268,252
300,333,268,293
243,291,209,251
300,299,209,323
278,358,264,286
247,286,211,332
303,300,258,256
245,351,251,317
289,285,210,254
279,329,264,308
229,283,279,255
240,277,215,282
292,343,286,339
241,315,212,256
309,331,252,268
242,279,209,326
238,318,221,287
315,311,267,307
279,277,207,276
255,287,249,258
296,338,212,316
285,304,295,326
242,281,274,258
269,280,263,290
243,279,303,287
276,345,251,269
227,318,209,259
250,288,248,253
328,340,236,325
296,277,209,314
234,300,211,254
323,319,289,323
307,306,212,279
277,284,270,258
276,282,213,308
231,320,258,258
315,322,252,289
248,286,214,299
310,282,267,255
324,348,225,315
241,291,212,297
298,343,256,262
243,338,210,298
238,324,289,307
254,282,245,281
304,343,207,251
310,302,209,304
294,278,211,253
261,309,268,286
225,342,262,386
254,286,269,330
311,318,275,310
243,298,213,259
284,325,240,298
286,289,212,313
265,316,211,285
314,279,304,252
228,320,292,300
242,290,207,291
318,343,267,262
244,279,261,278
317,346,211,253
294,282,266,259
230,331,244,306
282,327,209,257
277,289,248,284
238,285,211,390
244,313,208,248
289,283,304,320
233,396,265,295
314,335,211,272
362,324,263,330
261,302,208,283
465,282,273,287
340,280,212,268
381,282,240,263
399,350,248,254
311,280,209,255
365,302,211,282
256,351,256,276
308,287,260,262
241,316,250,443
240,280,274,305
261,323,210,254
401,290,263,291
244,334,250,338
248,322,221,304
265,280,275,269
399,321,242,271
374,284,264,388
278,283,210,388
285,330,254,306
276,355,211,352
312,435,289,258
284,303,257,300
221,326,214,269
484,288,223,315
228,340,270,294
225,289,244,344
276,339,209,263
252,278,208,267
246,296,266,523
278,348,258,307
240,317,213,290
284,280,285,298
260,333,263,259
278,287,207,265
229,358,259,311
287,328,211,267
1007,360,241,289
292,301,209,247
243,334,225,261
306,278,210,300
272,316,300,297
263,293,251,259
236,366,209,331
527,325,210,257
252,284,265,325
1046,299,209,298
319,387,252,262
229,333,213,292
301,378,258,254
278,279,251,290
235,324,218,253
231,332,250,345
268,304,245,321
318,288,209,266
279,365,235,304
278,326,214,256
256,289,244,258
303,283,217,319
227,285,212,1121
306,374,237,260
267,316,300,334
238,284,209,311
254,332,234,288
313,292,272,251
291,286,247,322
252,304,222,295
320,404,266,268
256,294,209,314
305,358,227,262
250,342,210,256
305,281,207,259
235,325,224,347
242,319,211,311
287,289,211,277
253,331,278,258
284,302,245,251
328,289,210,322
310,340,211,287
369,286,282,305
266,321,249,283
327,579,210,290
294,297,262,259
243,310,206,251
286,376,275,272
298,333,210,320
267,296,243,315
278,361,258,507
233,358,213,257
246,361,209,255
287,334,243,292
315,299,214,314
249,356,262,274
284,301,251,275
367,323,210,335
422,289,298,269
262,338,268,262
255,303,209,317
301,285,261,315
317,283,209,277
318,321,282,254
250,366,275,260
291,281,269,311
245,324,210,262
256,322,224,333
229,292,210,275
237,346,264,261
469,290,250,320
280,289,268,300
286,338,396,295
261,303,220,263
222,340,261,288
260,281,208,699
307,318,244,253
307,311,209,314
270,280,209,315
275,324,281,264
238,303,242,289
329,291,209,256
358,333,274,285
335,292,241,331
450,288,210,262
356,287,257,253
449,341,254,333
441,305,209,253
360,277,428,311
399,281,289,337
274,347,212,286
692,276,439,272
694,322,294,330
707,310,220,262
496,418,261,340
348,296,241,303
281,353,213,276
428,291,282,252
423,352,300,337
231,314,281,250
240,297,278,282
243,337,218,304
249,339,208,277
420,320,233,307
463,289,239,268
274,582,407,262
253,304,242,254
391,286,285,346
280,280,215,257
306,331,289,331
269,373,259,269
262,336,209,315
298,306,277,249
263,352,266,252
234,327,258,311
239,286,209,313
247,314,262,307
282,292,207,282
305,304,285,254
272,293,208,254
240,357,241,265
233,334,221,314
250,337,280,278
262,280,255,294
288,335,210,255
259,376,259,249
270,294,211,305
241,289,261,286
330,343,246,271
269,303,270,272
246,355,211,259
301,393,212,256
265,334,249,273
983,325,210,326
241,646,265,256
261,280,210,332
480,306,211,293
485,280,283,250
1049,315,238,262
278,321,210,330
244,286,273,311
291,286,208,277
290,363,244,262
243,336,221,255
285,375,281,297
279,294,258,294
227,382,208,256
264,285,252,332
317,343,246,309
263,393,206,256
317,315,222,302
288,283,209,283
260,331,264,262
242,279,212,298
287,369,209,253
264,335,256,292
308,332,211,280
259,319,268,257
250,290,209,273
238,277,244,251
317,340,211,257
256,286,242,319
296,343,239,267
269,280,250,312
244,352,232,252
280,337,209,293
238,291,211,278
246,292,269,250
297,353,211,263
256,284,247,319
239,284,208,279
238,340,242,255
286,386,225,313
274,339,212,298
234,284,227,271
242,315,242,251
272,353,249,306
248,284,214,257
291,339,218,303
243,286,267,260
315,362,231,320
306,291,212,284
237,383,208,256
315,289,251,256
277,361,230,294
248,282,210,351
300,344,211,255
244,385,290,296
285,282,259,250
272,280,210,303
283,323,211,252
248,284,248,312
293,353,219,306
234,322,284,300
295,281,246,281
230,323,282,248
245,319,209,324
285,290,265,255
234,284,208,313
244,344,256,292
303,328,212,254
274,279,231,258
282,276,279,308
245,338,213,296
239,307,208,259
241,284,280,261
293,281,270,301
247,352,240,249
302,318,284,252
267,286,211,344
235,326,209,315
237,341,253,280
234,288,248,265
241,364,217,254
314,274,210,302
287,326,273,252
253,367,243,297
236,335,214,303
285,279,215,268
274,292,264,282
238,340,239,287
241,310,256,251
302,555,213,298
269,348,218,274
227,287,228,314
246,323,308,256
390,286,266,303
320,342,288,291
354,277,251,340
295,330,263,329
403,342,250,285
325,287,208,332
447,285,208,255
285,465,266,290
252,316,225,259
234,377,214,270
243,293,261,252
288,324,239,264
225,285,208,305
236,348,244,251
245,316,209,380
240,294,279,298
359,342,290,262
249,323,211,330
421,379,268,290
268,325,211,258
233,344,260,285
405,296,211,311
313,423,253,296
306,340,246,268
299,282,282,250
295,315,209,285
239,283,253,533
243,357,214,292
283,290,249,255
283,355,211,262
233,321,223,255
242,327,277,320
247,319,209,291
292,284,247,302
289,288,266,264
229,291,211,307
288,286,235,256
251,285,209,359
311,406,244,289
237,336,267,350
298,337,207,314
236,281,276,295
296,327,253,331
273,297,212,264
246,319,209,332
273,292,423,293
242,347,263,258
231,308,245,285
284,275,226,319
277,281,212,268
239,355,261,320
301,337,226,305
259,290,216,301
272,283,287,259
1054,356,262,331
255,311,241,265
236,294,219,306
302,323,257,303
229,287,255,259
304,285,209,313
274,329,279,266
261,350,425,296
264,396,267,254
237,295,207,303
237,316,210,271
302,285,273,315
267,352,208,312
243,316,250,262
291,293,210,288
258,346,261,338
257,280,269,260
285,324,224,313
266,372,268,269
256,418,229,330
248,310,210,315
287,312,239,252
245,1291,211,334
310,348,260,272
301,327,247,269
253,343,209,297
249,281,251,271
266,282,210,256
245,324,268,341
319,287,241,266
303,346,286,316
322,341,210,274
290,304,238,322
240,284,206,249
269,360,213,278
241,289,279,311
240,290,238,253
299,289,212,312
268,338,208,268
277,283,286,299
294,324,209,295
260,279,238,261
282,325,288,259
258,285,240,267
239,330,218,349
281,281,277,271
234,339,255,321
269,327,213,258
239,319,260,258
243,307,209,295
227,290,207,257
289,287,277,281
249,345,266,329
283,280,236,338
241,298,210,291
269,358,212,264
238,282,254,258
256,324,227,267
245,315,208,285
310,359,251,309
265,289,211,271
271,356,209,264
242,318,286,278
237,295,246,346
318,368,268,344
356,345,227,298
316,336,272,278
276,279,281,315
267,287,239,291
255,346,266,262
224,355,295,270
300,275,270,267
239,289,213,331
278,323,220,258
306,288,209,251
278,291,210,296
237,336,279,253
304,305,211,253
245,285,338,379
316,349,271,345
338,324,209,325
306,286,268,264
260,351,356,248
434,314,207,315
413,281,256,295
343,341,222,258
399,292,253,332
482,367,210,312
435,355,209,523
334,292,209,256
257,298,286,343
302,322,246,254
234,337,210,252
387,283,244,312
243,287,217,265
262,345,268,300
258,318,241,354
460,288,273,255
265,330,208,296
398,279,278,257
316,337,261,304
316,331,218,260
287,292,212,303
279,355,212,271
248,294,283,311
275,340,266,251
229,329,208,272
250,346,254,260
241,320,219,323
299,290,262,326
260,335,238,260
275,342,211,317
253,332,207,258
243,412,251,252
269,324,250,275
324,279,212,324
268,281,959,325
311,359,243,286
238,332,211,256
266,284,243,292
234,307,288,269
471,347,284,292
276,351,271,1102
320,289,209,253
268,285,272,270
518,358,235,324
222,286,424,346
239,331,418,250
355,372,207,341
317,275,282,275
1114,285,216,303
1073,352,290,262
243,324,251,306
304,281,211,279
294,350,264,262
273,312,207,265
253,293,259,290
259,352,286,330
271,328,209,252
299,285,287,339
283,291,224,265
269,342,289,344
261,319,248,258
270,276,213,314
247,344,425,259
244,284,208,282
305,288,276,263
254,309,245,301
308,374,263,281
285,575,263,267
237,341,214,317
288,373,211,246
240,291,259,298
259,289,307,260
330,366,252,313
251,327,208,265
334,338,267,261
240,284,233,366
248,330,214,348
269,285,262,304
308,587,246,264
254,315,256,262
261,375,305,282
234,316,245,253
499,559,414,307
276,314,210,273
270,302,211,294
232,286,244,310
257,321,295,260
246,300,209,290
245,443,275,260
237,280,208,270
286,341,266,304
329,372,261,271
258,285,246,269
313,306,213,249
248,279,210,303
295,362,218,263
316,337,279,297
297,297,210,251
260,345,285,334
241,282,220,317
248,328,283,291
239,289,255,258
301,374,209,253
265,279,211,296
355,343,263,345
237,310,249,299
241,287,208,271
291,282,248,308
237,320,212,252
259,286,224,291
246,321,270,290
324,336,210,305
294,355,287,282
246,288,208,329
248,285,257,256
240,358,233,306
265,278,209,284
240,334,258,266
232,321,213,262
285,280,230,333
244,349,208,296
294,318,282,261
285,288,240,255
323,328,208,318
245,286,210,279
239,342,256,384
319,313,213,253
288,285,314,287
255,284,227,303
231,302,240,267
264,353,209,275
255,293,238,297
352,335,216,292
432,277,282,301
393,361,240,253
359,287,212,297
357,334,208,314
561,321,209,249
322,313,266,333
230,289,213,259
268,287,250,290
310,351,210,263
281,320,247,340
243,289,209,272
246,283,239,317
382,356,300,266
369,339,254,313
272,315,208,255
244,283,273,307
249,287,209,303
358,277,241,254
292,347,262,262
243,289,210,262
297,338,213,283
307,334,280,337
276,286,239,307
291,290,210,268
254,337,265,324
241,344,208,257
253,290,233,301
237,286,209,275
316,362,208,253
295,291,236,307
284,360,298,261
234,284,209,263
241,365,272,272
234,280,256,327
325,354,208,250
245,338,211,292
274,295,280,262
307,317,273,280
261,290,210,250
316,284,208,267
246,335,270,285
294,324,259,257
261,286,210,349
240,321,284,264
299,288,211,266
245,364,285,332
317,287,282,296
270,331,262,277
239,280,211,295
1052,339,245,348
233,286,207,264
239,313,261,318
244,333,212,311
286,284,261,267
286,294,210,265
284,355,246,287
244,315,235,334
303,288,210,290
234,315,209,253
263,279,266,308
238,331,212,313
243,327,276,265
295,307,209,273
287,308,246,317
250,328,262,298
267,293,213,264
239,380,265,262
280,343,209,312
304,290,238,258
249,325,281,310
282,281,210,256
238,336,247,317
268,315,211,298
314,282,265,311
272,352,213,270
258,342,320,255
273,280,231,338
239,358,223,260
274,403,287,334
333,285,208,258
239,281,246,321
245,377,210,247
323,366,243,319
316,350,293,264
294,297,209,518
285,339,271,262
288,314,257,310
243,282,208,322
300,317,278,285
283,279,255,261
249,307,209,313
257,310,241,263
300,282,211,298
250,288,210,266
239,278,276,290
315,361,213,265
282,336,265,280
252,305,211,352
254,286,273,256
241,301,241,285
273,334,209,301
239,295,210,280
286,282,250,337
276,289,228,268
290,332,212,310
315,327,206,337
290,328,230,299
266,282,288,288
273,341,211,273
309,279,244,270
262,300,240,273
267,367,239,322
316,297,215,261
288,305,218,309
242,281,265,312
287,350,215,311
330,280,210,252
243,353,285,273
271,327,246,333
312,287,210,270
263,364,208,264
239,303,293,324
246,355,260,321
276,276,248,279
253,324,210,259
296,321,260,295
241,300,232,517
281,285,208,285
273,290,238,255
234,289,252,262
231,357,211,299
279,316,211,276
243,366,256,253
427,292,209,276
301,287,258,315
383,279,210,313
344,343,245,261
272,282,213,311
304,326,259,292
274,306,213,278
248,281,271,262
249,373,218,296
312,295,240,290
304,287,226,519
281,303,209,273
399,284,210,310
300,452,265,270
442,330,232,279
302,279,234,297
292,344,243,261
320,280,218,300
382,313,208,300
240,364,260,264
291,282,207,295
240,336,249,248
341,381,228,271
311,285,210,343
238,334,264,322
238,278,244,366
327,344,211,261
262,294,257,323
312,338,209,306
234,345,240,263
235,283,213,295
261,291,211,339
303,369,267,263
278,337,228,340
271,284,233,308
244,347,212,255
310,290,214,266
277,345,269,295
248,317,213,259
243,342,266,263
242,289,254,322
242,331,213,295
308,283,250,315
250,338,212,306
301,377,247,327
279,417,235,301
254,283,215,262
281,330,290,263
516,283,207,323
246,282,272,254
281,326,251,314
1073,309,210,262
238,282,248,315
247,366,212,258
315,324,211,327
264,294,248,283
287,289,259,262
248,423,209,303
280,391,300,299
242,323,278,279
259,292,215,297
239,374,256,298
324,416,210,264
308,295,273,252
280,352,211,256
310,337,266,322
298,358,253,311
270,347,209,323
240,338,266,287
268,332,210,334
247,286,247,324
334,286,210,259
266,324,284,312
237,288,209,256
235,350,265,333
306,318,238,254
284,288,207,301
242,319,211,334
233,290,290,264
306,283,277,297
265,279,251,265
246,338,211,260
311,306,208,279
261,285,222,329
282,362,311,262
240,347,273,320
239,350,212,248
280,326,249,328
281,280,212,292
236,288,229,313
241,316,267,306
299,281,244,280
239,335,214,258
267,282,276,270
238,279,236,312
308,347,210,257
261,329,272,304
305,293,235,311
275,317,213,318
243,291,228,270
269,277,247,267
246,1290,365,364
290,328,210,319
245,291,283,313
269,338,255,264
329,329,211,253
253,281,265,338
249,318,212,312
296,288,239,257
334,352,212,331
238,353,256,259
290,288,239,334
302,360,249,274
254,283,215,252
275,284,229,331
292,357,256,294
244,319,237,259
290,288,211,264
250,282,210,343
239,288,237,319
292,368,286,303
338,355,211,274
258,300,252,309
331,341,246,262
297,279,212,296
291,356,247,258
246,341,285,306
243,296,259,355
272,351,209,260
332,332,421,258
236,282,207,286
298,355,283,338
269,289,276,265
287,336,220,256
432,287,273,325
323,286,269,265
406,298,212,336
289,352,251,300
399,283,240,258
274,341,209,314
453,287,249,275
371,319,213,301
442,294,298,252
244,300,290,319
302,320,209,311
300,284,250,259
260,317,295,312
261,284,207,338
